danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
0.54,0.522,3,-10.235,0,0.0295,0.421,1.07E-06,0.079,0.469,82.006,464000,4,24.30785,19,0
0.292,0.125,9,-20.777,1,0.0396,0.938,0.00373,0.935,0.212,67.476,147680,4,101.60748,5,1
0.438,0.584,7,-12.989,1,0.0323,0.786,0.962,0.116,0.827,133.091,212733,4,29.62731,12,0
0.646,0.717,4,-11.224,1,0.03,0.0202,0.000816,0.0612,0.94,129.925,195733,4,39.82784,7,1
0.609,0.848,5,-6.392,1,0.0519,0.446,1.27E-05,0.597,0.711,88.043,269733,4,57.13647,10,0
0.681,0.773,2,-6.051,1,0.058,0.179,1.83E-05,0.311,0.547,120.276,236640,4,36.11497,10,1
0.602,0.39,9,-15.184,1,0.565,0.219,0,0.113,0.638,149.646,286507,4,29.83167,15,1
0.724,0.907,11,-4.78,0,0.0632,0.0187,4.97E-06,0.0824,0.962,139.016,244827,4,18.86366,13,1
0.673,0.873,2,-6.024,1,0.0483,0.121,3.37E-05,0.174,0.91,136.345,190267,4,62.02939,9,1
0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653,4,38.17584,11,1
0.639,0.374,5,-12.219,1,0.0267,0.154,0,0.163,0.718,127.116,136800,4,33.60535,8,0
0.866,0.531,0,-9.313,0,0.0542,0.0852,0,0.11,0.906,114.919,395040,4,62.29455,18,1
0.52,0.568,2,-13.02,1,0.0264,0.0669,0.0109,0.695,0.844,145.86,242800,4,25.85891,13,1
0.686,0.987,2,-6.393,1,0.0456,0.108,0.000295,0.241,0.821,141.936,265013,4,17.12659,14,1
0.616,0.973,9,-3.431,1,0.0538,0.212,0.151,0.869,0.893,128.09,203067,4,104.03568,5,1
0.654,0.555,7,-10.777,1,0.0356,0.174,0,0.164,0.937,124.41,198133,4,68.26136,8,1
0.786,0.987,11,-4.03,1,0.0932,0.00993,0.716,0.0773,0.76,122.742,132387,4,18.03705,6,0
0.536,0.661,7,-12.063,1,0.0287,0.00825,0,0.0633,0.844,106.221,238507,4,38.06938,11,1
0.396,0.314,7,-14.238,0,0.0375,0.168,0,0.0743,0.134,131.116,276800,4,68.15333,12,1
0.828,0.551,10,-8.866,1,0.0615,0.111,7.08E-05,0.0702,0.975,131.16,289533,4,54.44216,11,1
0.15,0.762,2,-7.996,1,0.0465,0.0727,3.90E-05,0.134,0.424,170.781,154280,4,25.93149,9,0
0.749,0.53,10,-10.091,1,0.0366,0.346,5.13E-05,0.0312,0.899,107.489,197999,4,28.57533,12,0
0.781,0.886,5,-7.628,1,0.0474,0.178,0.883,0.0934,0.649,109.056,512693,4,41.96597,20,0
0.701,0.511,11,-10.774,0,0.0294,0.277,2.81E-06,0.0877,0.722,94.987,181667,4,29.03959,9,1
0.76,0.536,7,-9.943,1,0.0716,0.193,0.00384,0.0944,0.956,76.859,186400,4,51.83462,7,1
0.481,0.469,11,-11.484,1,0.0625,0.243,0.00138,0.101,0.65,170.219,142400,4,38.517,6,0
0.338,0.241,10,-18.135,1,0.0358,0.965,0.942,0.103,0.308,156.206,148316,4,37.28652,8,0
0.723,0.683,11,-10.517,0,0.0349,0.207,4.25E-06,0.133,0.693,132.023,263107,4,21.89576,10,1
0.515,0.439,0,-13.577,1,0.0489,0.575,6.16E-06,0.0737,0.627,89.314,196440,4,43.37054,9,0
0.454,0.239,5,-19.099,1,0.039,0.241,0.897,0.0923,0.111,144.223,147667,4,26.50761,7,0
0.419,0.348,5,-13.032,1,0.0342,0.508,1.44E-06,0.164,0.222,133.957,227360,4,54.04738,8,1
0.559,0.307,1,-9.791,1,0.0315,0.234,0.00159,0.106,0.194,109.779,249613,3,53.41137,10,1
0.346,0.538,0,-9.956,1,0.0322,0.249,0,0.145,0.301,131.993,230453,4,25.85118,9,1
0.802,0.592,7,-9.653,1,0.0661,0.041,0,0.242,0.886,110.733,281920,4,31.54033,14,1
0.582,0.689,7,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166,297853,4,24.74917,11,1
0.587,0.393,0,-11.455,1,0.028,0.225,0,0.107,0.271,131.266,286067,4,44.29308,11,1
0.441,0.56,0,-13.681,1,0.0361,0.25,0.0296,0.151,0.476,166.585,292080,4,23.81301,13,1
0.0936,0.719,9,-12.042,0,0.0397,0.000692,0.815,0.096,0.633,77.999,132787,4,26.86358,6,0
0.474,0.425,0,-12.41,1,0.0313,0.528,5.75E-05,0.104,0.251,89.386,297733,4,20.09734,14,0
0.534,0.296,8,-15.455,1,0.0535,0.706,2.70E-05,0.0749,0.576,75.666,229147,4,48.51843,8,1
0.748,0.551,1,-9.054,1,0.0239,0.243,1.57E-06,0.0943,0.65,113.535,262240,4,21.72487,15,1
0.219,0.826,9,-6.992,1,0.114,0.0021,0.553,0.099,0.742,116.746,238040,4,84.08547,9,0
0.568,0.477,11,-14.116,0,0.0631,0.0997,0,0.219,0.538,117.524,232427,4,44.62581,9,1
0.557,0.415,6,-14.008,0,,0.159,0.0733,0.112,0.133,140.72,439000,4,76.4476,16,1
0.683,0.694,1,-15.984,1,0.0347,0.0516,0.0541,0.122,0.668,123.741,282267,4,22.44743,11,1
0.805,0.601,0,-9.7,0,0.0579,0.119,0.000129,0.0581,0.746,94.382,238600,4,110.24553,9,1
0.372,0.535,9,-6.733,1,0.0292,0.0048,0,0.108,0.159,137.925,258053,4,40.45936,9,1
0.499,0.947,11,-7.923,0,0.0516,0.201,1.65E-05,0.453,0.682,103.104,195467,4,54.65686,8,0
0.633,0.88,8,-6.566,1,0.0472,0.0434,0.000201,0.0741,0.976,154.058,265667,4,62.19912,9,1
0.749,0.849,4,-5.761,0,0.0544,0.0299,0.000168,0.115,0.959,145.169,244253,4,49.22803,11,1
0.556,0.971,3,-3.937,1,,0.000376,2.46E-05,0.223,0.368,127.901,242400,4,24.40979,13,1
0.39,0.752,1,-11.051,1,0.0385,0.0117,8.91E-05,0.377,0.269,97.549,197907,4,55.83536,9,0
0.344,0.466,0,-8.453,1,,0.534,1.61E-05,0.569,0.132,137.974,230400,4,33.60308,12,1
0.531,0.648,6,-8.302,1,0.0577,0.807,0.000205,0.0744,0.772,84.338,245440,4,30.03434,13,1
0.662,0.876,4,-7.454,1,0.096,0.0369,3.05E-05,0.26,0.923,155.994,248973,4,54.22432,12,1
0.659,0.468,7,-16.647,1,0.0395,0.266,0.000525,0.0427,0.505,101.422,334133,4,24.05506,15,1
0.604,0.552,0,-9.458,1,0.0343,0.22,0.0262,0.139,0.757,124.917,236200,4,26.4589,12,1
0.247,0.241,0,-21.768,0,0.0646,0.776,0.742,0.114,0.0889,131.223,285267,3,21.37401,13,0
0.22,0.968,9,-3.906,1,0.0889,0.0227,1.31E-06,0.959,0.148,120.139,356714,4,52.34049,14,1
0.635,0.686,9,-10.032,1,0.0327,0.00355,0.000908,0.106,0.88,130.557,209000,4,35.53366,14,1
0.624,0.842,5,-5.285,1,0.0376,0.264,2.11E-05,0.181,0.257,111.037,342680,4,28.22465,15,1
0.351,0.972,5,-4.726,1,0.115,0.265,0,0.0962,0.227,96.412,147880,4,67.96312,5,0
0.462,0.507,2,-13.849,0,0.0308,0.022,0.000634,0.253,0.386,134.253,312600,4,36.3756,13,1
0.315,0.428,5,-11.558,1,0.036,0.00987,2.68E-05,0.144,0.449,177.105,287693,4,25.52639,14,1
0.537,0.651,10,-9.177,0,0.0379,0.0121,0.888,0.382,0.773,91.452,111467,3,38.64575,6,0
0.563,0.864,6,-11.126,1,0.0819,7.40E-05,0.874,0.238,0.403,101.869,285707,4,32.65122,12,0
0.478,0.401,2,-9.131,1,0.0276,0.813,6.95E-06,0.0907,0.158,65.988,315200,3,39.32402,15,0
0.613,0.205,2,-16.058,1,0.0342,0.879,0,0.346,0.386,114.6,194067,3,34.29706,8,0
0.661,0.551,7,-10.708,1,0.0401,0.17,0.249,0.141,0.963,175.179,262271,4,37.87452,11,1
0.682,0.45,2,-14.434,1,0.0421,0.721,1.94E-05,0.0888,0.901,146.818,211707,3,39.35843,12,1
0.169,0.885,4,-12.583,0,0.128,0.0425,0.661,0.108,0.345,102.206,439467,4,31.83729,15,0
0.448,0.612,4,-6.951,0,0.0366,0.0288,0,0.11,0.537,158.22,231907,3,45.39349,10,1
0.578,0.583,9,-13.416,0,0.0269,0.0548,0.199,0.125,0.519,135.986,297600,4,43.04681,13,1
0.933,0.959,6,-3.682,0,0.231,0.00337,1.23E-06,0.0416,0.734,110.141,222840,4,73.08413,13,0
0.58,0.737,2,-7.887,1,0.0314,0.0289,8.18E-06,0.343,0.327,122.053,218893,4,35.99017,11,1
0.734,0.735,9,-10.13,0,0.0524,0.373,0,0.227,0.883,103.862,177427,4,49.34068,9,1
0.564,0.557,0,-9.91,1,0.0243,0.407,3.22E-06,0.145,0.887,82.779,262160,4,20.04266,11,1
0.559,0.719,9,-10.685,1,0.0548,0.00208,0,0.539,0.67,117.044,235640,4,50.54071,12,1
0.663,0.482,1,-12.093,1,0.0479,0.186,0,0.0521,0.314,144.13,328707,4,37.22384,14,1
0.703,0.537,8,-10.737,1,0.0887,0.443,0.00387,0.321,0.836,110.511,187867,4,18.0652,9,0
0.673,0.613,7,-11.997,1,0.0799,0.00436,0.362,0.608,0.415,114.748,337267,4,24.36487,11,1
0.47,0.146,4,-18.4,1,0.0311,0.812,0.836,0.35,0.255,109.401,280573,3,24.45346,13,0
0.305,0.873,4,-7.816,0,0.0495,0.0053,0.000533,0.32,0.554,102.945,124307,4,74.74297,4,0
0.546,0.678,0,-8.141,1,0.0292,0.0307,0.000117,0.0508,0.909,173.827,227400,4,26.02761,12,0
0.666,0.389,4,-14.461,1,0.0556,0.000318,0.77,0.0662,0.406,143.958,218760,4,43.15679,6,0
0.573,0.862,5,-4.749,1,0.0321,0.000612,2.42E-05,0.211,0.472,109.021,234307,4,43.82385,10,1
0.621,0.967,7,-9.623,1,0.0373,0.00216,0.921,0.37,0.917,96.917,111933,3,6.0381,3,0
0.572,0.914,8,-8.436,1,0.0311,0.0717,0.00776,0.319,0.843,108.991,254467,4,27.85107,12,1
0.545,0.207,10,-12.628,1,0.0282,0.648,1.88E-06,0.112,0.185,81.678,178933,4,62.1468,8,1
0.112,0.63,11,-8.091,1,0.0554,8.96E-06,0.708,0.101,0.57,182.972,31427,4,0,1,0
0.59,0.684,1,-7.625,0,0.0301,0.205,4.61E-06,0.148,0.807,89.98,228440,4,41.85835,13,0
0.367,0.539,7,-7.091,1,0.0317,0.274,0,0.63,0.617,87.803,499708,4,17.66806,19,0
0.588,0.754,9,-9.861,0,0.0297,0.4,6.50E-05,0.328,0.796,131.184,218681,4,28.74102,11,0
0.502,0.343,5,-18.369,1,0.387,0.934,0.0116,0.9,0.546,77.405,413560,4,59.27489,20,0
0.564,0.604,9,-11.008,1,0.0339,0.092,0,0.0909,0.592,103.209,182707,3,40.2023,9,0
0.763,0.648,9,-12.133,1,0.0512,0.543,0.0114,0.0456,0.959,114.27,302133,4,83.68621,12,0
0.6,0.702,2,-6.952,1,0.224,0.0813,0.103,0.093,0.741,157.093,249560,4,17.89522,13,0
0.807,0.767,1,-9.648,1,0.0729,0.0469,0.00434,0.0781,0.745,119.201,235200,4,64.9186,8,1
0.587,0.409,9,-15.075,1,0.0279,0.0168,0.0353,0.0458,0.449,143.639,316627,4,24.2956,15,1
0.582,0.691,2,-13.562,0,0.0432,0.0026,0,0.125,0.795,137.569,234707,4,61.46334,12,1
0.727,0.867,11,-9.087,0,0.0374,0.0995,0.000606,0.189,0.961,124.229,319253,4,71.71251,13,1
0.809,0.709,10,-11.155,0,0.0711,0.0302,0.344,0.0887,0.494,124.999,425500,4,59.52449,15,0
0.674,0.676,5,-10.397,1,0.0367,0.176,0,0.0873,0.561,123.614,257733,4,31.57514,14,1
0.604,0.905,4,-7.059,0,0.0578,0.309,0.0632,0.0837,0.723,147.448,289800,4,28.54216,16,1
0.619,0.677,11,-11.728,0,0.0746,0.624,6.46E-05,0.0589,0.571,177.873,296360,4,32.56152,15,1
0.838,0.381,11,-16.867,0,0.0351,0.00912,0.0988,0.0364,0.95,117.708,266560,4,30.31656,9,1
0.731,0.0814,0,-26.135,0,0.62,0.994,0.853,0.108,0.502,128.075,96760,4,11.33525,3,0
0.776,0.937,1,-5.477,0,0.0745,0.183,0.000978,0.293,0.911,111.028,290973,4,37.03014,13,1
0.679,0.388,11,-15.87,1,0.0369,0.0372,0.000971,0.135,0.72,97.366,261040,4,18.55017,14,1
0.635,0.395,4,-13.005,1,0.0266,0.0929,0,0.27,0.334,117.096,219533,4,40.88356,11,1
0.898,0.506,9,-7.077,0,0.059,0.0414,0.091,0.0281,0.777,104.34,409520,4,52.74799,15,1
0.611,0.868,3,-7.982,1,0.0294,0.0397,0.00523,0.28,0.424,113.167,275733,4,35.62317,12,1
0.565,0.894,8,-5.241,1,0.175,0.00777,0,0.49,0.737,182.262,229200,4,31.78185,13,1
0.387,0.25,7,-17.149,0,0.035,0.844,0.911,0.113,0.128,112.124,361947,4,28.6046,16,0
0.406,0.127,2,-15.945,0,0.0463,0.898,0.89,0.113,0.301,80.157,242493,3,35.01736,12,0
0.551,0.527,1,-11.187,1,0.159,0.598,3.36E-06,0.0955,0.498,142.656,335693,4,37.13419,17,0
0.538,0.86,0,-5.916,0,0.0435,0.252,0.000527,0.247,0.291,127.153,299307,4,27.12195,15,1
0.181,0.14,5,-27.709,0,0.0488,0.989,0.971,0.169,0.317,61.691,196160,3,54.47448,8,0
0.296,0.19,2,-17.384,0,0.0422,0.915,0.618,0.0719,0.127,128.755,369643,4,25.03755,20,0
0.5,0.673,2,-12.859,1,0.0339,0.073,5.86E-05,0.554,0.494,76.295,384093,4,44.60121,15,0
0.557,0.825,8,-14.766,1,0.0406,0.668,0.779,0.114,0.646,125.43,97893,4,28.8988,5,0
0.639,0.589,0,-8.099,1,0.0337,0.0178,0.00216,0.263,0.578,103.591,284387,4,48.50017,11,1
0.859,0.5,0,-15.921,1,0.0477,0.342,0.786,0.0822,0.933,120.912,201507,4,35.28324,11,0
0.78,0.569,5,-9.932,0,0.0786,0.512,5.40E-05,0.163,0.693,95.383,242320,4,56.93849,12,0
0.664,0.769,1,-11.824,1,0.0564,0.0113,0.452,0.0279,0.903,105.788,523800,4,39.2763,19,0
0.598,0.957,9,-4.391,0,0.0451,0.00934,5.36E-05,0.0902,0.864,129.082,324493,4,45.46176,13,1
0.523,0.529,0,-10.338,0,0.055,0.368,1.49E-06,0.0733,0.682,205.315,218160,4,49.66078,9,1
0.567,0.945,9,-7.243,1,0.0458,0.175,2.60E-06,0.35,0.961,150.792,253200,4,32.9448,13,1
0.401,0.298,9,-14.157,1,0.0476,0.993,0.902,0.121,0.574,111.268,219680,4,18.6448,11,0
0.682,0.607,11,-12.646,0,0.0395,2.40E-05,0.384,0.178,0.512,129.58,493827,4,42.97181,23,0
0.363,0.715,5,-14.382,1,0.0371,0.0346,0.199,0.166,0.917,114.879,248373,4,114.93523,8,1
0.638,0.688,1,-8.981,0,0.0542,0.00125,0.0092,0.196,0.956,127.745,205584,4,34.06214,12,1
0.4,0.543,2,-11.715,1,0.0294,0.331,1.75E-06,0.272,0.469,166.469,360040,4,48.08306,17,0
0.827,0.93,9,-10.098,1,0.0499,0.322,0.0161,0.033,0.968,119.302,202587,4,22.18296,11,0
0.602,0.877,4,-6.606,1,0.0515,0.000343,0.635,0.0551,0.617,123.679,247962,4,33.04579,12,1
0.507,0.398,0,-8.836,0,0.0308,0.282,0.818,0.226,0.373,80.56,196733,4,25.90896,9,0
0.305,0.458,2,-6.421,1,0.0274,0.801,0.000705,0.271,0.2,84.159,198747,4,42.73818,13,0
0.407,0.589,2,-5.32,1,0.03,0.547,0,0.281,0.559,109.009,204147,4,44.75313,10,1
0.589,0.772,8,-10.449,0,0.0331,0.0105,0.0365,0.25,0.83,97.274,265200,4,23.05667,8,1
0.533,0.637,6,-5.571,1,0.0323,0.16,1.12E-05,0.369,0.292,140.167,260173,4,18.77882,13,1
0.444,0.656,11,-9.294,0,0.0699,0.0718,0,0.284,0.596,121.336,230427,4,40.53241,10,0
0.214,0.225,9,-17.87,1,0.0427,0.959,0.945,0.138,0.0673,121.689,227587,1,37.41308,9,0
0.36,0.308,0,-13.97,0,0.0348,0.888,0.0937,0.0715,0.559,86.654,255053,4,29.54996,8,0
0.682,0.409,10,-15.299,1,0.0285,0.644,0,0.255,0.593,108.663,286733,4,42.99926,11,0
0.437,0.282,0,-17.567,0,0.035,0.458,0,0.18,0.198,115.517,238267,4,17.77452,11,1
0.678,0.724,5,-12.048,1,0.0345,0.0878,0.0374,0.279,0.957,118.429,260960,4,32.57883,8,1
0.368,0.921,9,-8.615,1,0.0376,0.769,0.644,0.337,0.775,156.22,171640,4,38.30178,9,0
0.457,0.491,0,-13.241,1,0.0332,0.00358,3.22E-06,0.235,0.411,143.614,247040,4,33.12218,9,1
0.112,0.0568,8,-28.152,0,0.038,0.942,0.835,0.107,0.0394,169.718,284427,1,52.09577,14,0
0.63,0.458,7,-14.835,1,0.0349,0.368,1.21E-05,0.131,0.679,131.728,219933,4,38.29326,7,0
0.699,0.369,2,-11.594,1,0.032,0.317,6.94E-05,0.093,0.372,96.111,242893,4,40.45047,12,1
0.494,0.7,0,-11.818,0,0.041,8.60E-05,9.11E-05,0.0722,0.43,90.553,235133,4,27.97018,10,0
0.466,0.648,1,-11.101,0,0.028,0.0023,1.49E-05,0.112,0.305,90.435,229960,4,40.14123,10,1
0.664,0.312,7,-15.76,1,0.0281,0.364,0,0.115,0.619,104.586,153333,4,29.83797,9,0
0.324,0.931,9,-6.803,1,0.0837,0.0155,0.0252,0.277,0.313,82.748,242720,4,51.14581,11,0
0.337,0.118,11,-26.434,1,0.0454,0.961,0.916,0.0699,0.188,63.022,293000,4,41.6137,13,0
0.565,0.96,4,-3.503,0,0.0354,0.0441,0.00183,0.352,0.888,118.999,227413,4,37.32611,10,1
0.353,0.606,9,-15.439,0,0.0551,0.0646,0.766,0.202,0.483,159.798,173827,4,25.23757,11,0
0.308,0.331,11,-12.603,1,0.0319,0.903,0.000467,0.0956,0.443,143.992,216773,4,48.3723,9,0
0.615,0.766,9,-8.156,1,0.0311,2.43E-05,0.545,0.0623,0.802,120.317,235173,4,40.47298,12,1
0.393,0.248,9,-10.942,1,0.0363,0.794,1.88E-06,0.0953,0.203,80.755,177307,4,35.43075,8,1
0.623,0.38,11,-15.221,1,0.0309,0.0476,0,0.3,0.46,144.882,270227,4,49.99226,11,1
0.359,0.939,7,-5.672,1,0.18,2.53E-05,4.01E-05,0.0493,0.342,123.822,156707,4,47.79443,7,0
0.824,0.445,5,-16.857,1,0.0393,0.245,0.0283,0.102,0.964,120.241,231840,4,35.68956,10,1
0.58,0.48,9,-13.116,1,0.033,0.799,0.0137,0.152,0.806,111.514,202600,4,26.08717,12,0
0.734,0.485,4,-13.865,0,0.0465,0.357,0.00019,0.0401,0.933,95.321,222280,4,42.12483,10,1
0.315,0.484,8,-10.83,1,0.0285,0.272,3.04E-06,0.0862,0.364,171.156,230627,4,63.62486,9,1
0.606,0.339,2,-9.475,1,0.026,0.373,9.27E-06,0.157,0.446,90.306,205240,4,31.28779,12,0
0.175,0.0626,11,-34.103,1,0.0348,0.816,0.832,0.105,0.0722,114.615,552227,4,29.71352,25,0
0.485,0.703,6,-10.2,0,0.0354,0.335,0.195,0.336,0.875,158.888,146560,4,37.55335,6,0
0.253,0.981,2,-2.699,1,0.113,0.0393,0.0012,0.0844,0.314,114.658,174733,4,47.34402,8,0
0.644,0.517,7,-10.959,1,0.0318,0.484,0,0.148,0.591,88.769,281400,4,63.28847,10,1
0.799,0.683,4,-11.593,0,0.0617,0.00641,0.0256,0.0357,0.746,119.799,291933,4,40.48439,16,1
0.689,0.746,10,-6.92,0,0.0453,0.000109,0.697,0.0562,0.902,120.508,456587,4,39.08382,15,1
0.579,0.203,9,-15.216,0,0.0657,0.292,0,0.0866,0.602,138.798,216573,4,45.14472,11,1
0.561,0.837,11,-8.935,0,0.039,0.000193,0.175,0.12,0.868,132.164,203600,4,28.70539,10,0
0.171,0.533,0,-12.673,0,0.0643,0.108,0.906,0.374,0.0788,120.15,245427,4,19.52524,11,0
0.707,0.759,11,-12.328,0,0.046,0.0769,2.84E-05,0.0775,0.955,115.142,229107,4,52.80861,9,1
0.516,0.195,0,-20.945,1,0.0642,0.981,0.873,0.1,0.773,132.741,91373,4,29.01989,6,0
0.354,0.509,1,-11.644,0,0.0457,0.757,0.00829,0.48,0.627,124.722,507173,4,58.01423,16,0
0.8,0.647,10,-9.673,0,0.0524,0.00104,0.806,0.0948,0.31,127.021,408189,4,29.7631,17,0
0.826,0.469,8,-13.957,1,0.0709,0.237,0.944,0.0429,0.475,104.923,311413,4,24.16656,16,1
0.793,0.769,4,-8.134,1,0.032,0.117,1.03E-05,0.156,0.956,106.976,236733,4,25.01667,10,1
0.239,0.64,11,-11.887,0,0.0462,0.326,0.00298,0.121,0.347,82.803,307960,4,32.41821,11,1
0.724,0.79,1,-11.389,1,0.0699,0.000378,0.482,0.0545,0.962,115.421,368333,4,34.52362,18,1
0.437,0.446,0,-15.434,1,0.0707,0.752,0,0.299,0.789,111.676,205560,4,22.64666,8,0
0.606,0.732,5,-5.171,1,0.0356,0.52,9.46E-05,0.13,0.829,85.329,284000,4,46.77765,12,0
0.536,0.606,7,-5.364,1,0.0355,0.103,1.08E-05,0.255,0.719,146.425,206267,4,28.43842,9,1
0.609,0.751,0,-8.914,1,0.0364,0.137,0.78,0.309,0.921,95.188,251373,4,68.66174,14,0
0.692,0.207,0,-17.441,1,0.0464,0.686,0.856,0.0945,0.472,82.477,182387,4,29.89664,5,0
0.628,0.748,2,-13.086,1,0.0357,0.000843,0.00112,0.0485,0.494,132.277,277667,4,20.65264,11,1
0.298,0.885,8,-5.376,1,0.0891,0.000215,0.569,0.432,0.309,138.581,202200,4,22.38815,7,0
0.621,0.715,9,-7.074,0,0.0331,0.103,0.297,0.796,0.528,128.717,206893,4,73.61485,8,0
0.599,0.915,2,-4.134,1,0.0401,0.238,0,0.0826,0.891,137.708,222200,4,18.55095,15,0
0.649,0.311,1,-15.639,1,0.032,0.7,0.000308,0.0791,0.367,141.826,331773,4,36.44721,13,0
0.701,0.303,11,-16.881,1,0.0362,0.583,0.000177,0.111,0.37,115.979,263773,4,40.99042,13,1
0.194,0.169,2,-18.268,0,0.0401,0.889,0.909,0.101,0.0597,86.351,151000,4,31.7144,8,0
0.4,0.939,0,-7.611,1,0.0522,0.00628,0.0365,0.279,0.569,147.301,290907,4,28.60127,13,1
0.678,0.731,7,-10.459,0,0.0383,0.336,0.00833,0.149,0.966,122.973,317218,4,26.98369,12,0
0.505,0.95,5,-8.635,1,0.0729,0.804,0.132,0.117,0.767,142.273,242840,4,60.46909,10,0
0.63,0.757,0,-6.731,1,0.0359,0.128,4.90E-05,0.355,0.737,153.989,189507,4,31.55973,10,1
0.551,0.447,9,-12.293,1,0.0401,0.463,3.73E-06,0.189,0.558,84.174,252800,4,88.39281,9,1
0.454,0.276,3,-17.512,1,0.0386,0.727,0,0.247,0.526,86.197,180507,4,43.07101,7,0
0.764,0.455,4,-13.327,0,0.0327,0.532,0.000326,0.0402,0.768,117.711,254560,4,43.60312,11,0
0.327,0.957,1,-7.487,1,0.0796,0.00531,0.000495,0.0915,0.518,173.047,284640,4,60.79739,12,0
0.79,0.706,11,-11.862,0,0.0644,0.0263,0.898,0.0374,0.62,115.198,269160,4,67.47136,9,0
0.798,0.292,0,-17.112,1,0.0777,0.152,0.00101,0.185,0.812,98.653,281160,4,94.61758,11,1
0.66,0.579,0,-12.746,1,0.029,0.188,0,0.0687,0.583,99.641,253733,4,41.26412,9,1
0.337,0.885,2,-7.711,1,0.0806,0.0402,0,0.155,0.709,167.547,272107,4,24.91059,13,0
0.34,0.736,4,-12.103,1,0.181,0.0038,0.000314,0.0926,0.35,145.143,204827,4,40.77795,12,0
0.631,0.597,4,-7.382,0,0.026,0.379,0.00273,0.146,0.665,107.26,244440,4,28.24479,12,1
0.716,0.747,6,-8.145,1,0.103,0.105,0.0534,0.155,0.791,97.212,283144,4,21.44349,10,0
0.69,0.135,5,-11.296,1,0.0373,0.467,0.187,0.133,0.37,82.905,296547,4,39.41132,10,0
0.728,0.619,9,-12.265,1,0.038,0.0884,8.44E-05,0.039,0.748,128.845,287360,4,20.25703,15,1
0.978,0.409,9,-14.453,0,0.333,0.0113,0,0.136,0.9,125.005,287560,4,24.39363,16,0
0.795,0.828,11,-7.843,1,0.062,0.135,0,0.302,0.526,108.742,230853,4,45.411,11,1
0.43,0.971,9,-3.845,1,0.0524,0.0271,2.16E-05,0.185,0.764,151.219,212000,4,19.51088,10,1
0.796,0.907,1,-8.093,1,0.0508,0.0518,0.0928,0.674,0.692,121.456,291573,4,71.20563,13,1
0.412,0.601,2,-10.493,1,0.0536,0.000866,0.0466,0.321,0.49,114.537,183867,4,47.37151,8,0
0.594,0.756,10,-8.82,1,0.0379,0.0316,0.000102,0.222,0.956,143.298,304920,4,21.27341,11,1
0.853,0.931,0,-6.129,1,0.171,0.0231,0.000391,0.0505,0.681,97.048,210996,4,30.01233,12,0
0.744,0.65,0,-10.737,1,0.0574,0.159,0,0.164,0.778,117.568,346987,4,35.13824,11,1
0.716,0.103,2,-12.58,1,0.0394,0.906,3.89E-05,0.0845,0.468,113.835,188973,4,20.2444,9,0
0.376,0.766,11,-9.956,0,0.119,0.584,0.00974,0.172,0.583,128.789,516667,4,24.76573,25,0
0.67,0.725,10,-13.207,1,0.0326,0.243,0.000322,0.132,0.914,135.672,277627,4,33.47316,12,1
0.348,0.497,9,-11.384,1,0.0277,0.0162,2.19E-06,0.95,0.362,127.995,257867,4,32.89504,12,1
0.589,0.228,3,-21.515,0,0.0273,0.687,4.48E-06,0.114,0.503,170.19,300267,4,38.81614,15,1
0.537,0.799,9,-11.589,0,0.049,0.0851,0.85,0.0515,0.551,122.423,281827,4,26.82089,13,0
0.48,0.391,0,-13.927,1,0.0455,0.745,0.131,0.173,0.503,136.268,158000,4,53.51327,7,0
0.523,0.48,3,-13.735,1,0.106,0.244,0.565,0.284,0.549,100.987,236267,4,54.08057,7,0
0.549,0.996,8,-10.611,0,0.0362,0.0645,0.00636,0.196,0.356,120.395,299000,4,32.92301,13,0
0.7,0.738,11,-7.206,0,0.124,0.00753,3.89E-05,0.0495,0.486,98.862,373693,4,19.6155,20,1
0.361,0.927,0,-6.335,0,0.117,9.50E-06,0.00639,0.23,0.408,145.569,167509,4,30.93182,9,0
0.458,0.573,9,-17.341,1,0.032,0.577,0.774,0.308,0.842,101.47,230867,4,31.36442,13,0
0.557,0.494,9,-12.724,1,0.0274,0.176,0.000423,0.128,0.466,96.828,278213,4,28.08814,13,1
0.645,0.884,6,-10.907,0,0.0411,0.15,4.32E-06,0.199,0.642,108.68,286400,4,56.62171,10,1
0.648,0.724,8,-13.568,0,0.0437,0.0753,0.00051,0.0282,0.89,101.02,262173,4,19.85985,12,1
0.749,0.935,1,-7.397,1,0.278,0.292,0.00475,0.592,0.731,159.848,318507,4,49.20483,16,0
0.808,0.751,11,-12.246,0,0.059,0.614,0.0158,0.0614,0.911,115.754,250293,4,51.20736,12,1
0.339,0.391,8,-6.731,1,0.0281,0.721,0,0.266,0.483,107.824,146760,3,41.91465,6,0
0.501,0.683,0,-8.19,0,0.0472,0.71,1.98E-06,0.18,0.734,82.626,194948,4,51.15861,7,1
0.407,0.479,0,-11.368,0,0.0302,0.306,0,0.166,0.354,100.001,251627,4,42.76737,10,0
0.63,0.478,11,-10.589,1,0.0275,0.318,6.49E-05,0.0942,0.279,92.491,250120,4,29.8761,10,1
